GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,BLOCKA,CONCITA,RES_ONLYA,TRUSTA,AIANHHA,AITSCEA,TTRACTA,TBLKGRPA,ANRCA,CBSAA,METDIVA,CSAA,NECTAA,NECTADIVA,CNECTAA,UAA,URBRURALA,CDA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,NAME,SABINSA,H7V001,H7W001,H7W002,H7W003,H7W004,H7W005,H7W006,H7Z001,H7Z002,H7Z003,H7Z004,H7Z005,H7Z006,H7Z007,H7Z008,H7Z009,H7Z010,H7Z011,H7Z012,H7Z013,H7Z014,H7Z015,H7Z016,H7Z017,H76001,H76002,H76003,H76004,H76005,H76006,H76007,H76008,H76009,H76010,H76011,H76012,H76013,H76014,H76015,H76016,H76017,H76018,H76019,H76020,H76021,H76022,H76023,H76024,H76025,H76026,H76027,H76028,H76029,H76030,H76031,H76032,H76033,H76034,H76035,H76036,H76037,H76038,H76039,H76040,H76041,H76042,H76043,H76044,H76045,H76046,H76047,H76048,H76049
"G20017300030001","2010","2","4","Kansas","20","Sedgwick County","173",,,"003000","1",,,,,,,,,,"48620","99999","556",,,,,,,,,,,,,,"Block Group 1",,693,693,693,693,0,0,0,693,567,502,37,6,5,0,0,17,126,47,1,1,2,0,60,15,693,357,30,22,17,6,12,5,4,19,39,30,24,26,25,24,23,10,11,5,5,9,5,4,2,336,33,24,15,9,5,1,5,22,35,21,14,22,19,24,22,8,11,5,9,14,8,7,3
"G20017300030002","2010","2","4","Kansas","20","Sedgwick County","173",,,"003000","2",,,,,,,,,,"48620","99999","556",,,,,,,,,,,,,,"Block Group 2",,725,725,725,725,0,0,0,725,567,481,29,17,7,0,1,32,158,65,2,3,0,2,57,29,725,360,28,20,26,7,8,3,6,22,42,26,27,32,28,29,19,4,4,3,7,6,5,5,3,365,27,31,23,17,9,5,8,20,26,27,24,24,24,22,21,6,10,6,7,9,8,8,3
"G20017300030003","2010","2","4","Kansas","20","Sedgwick County","173",,,"003000","3",,,,,,,,,,"48620","99999","556",,,,,,,,,,,,,,"Block Group 3",,858,858,858,858,0,0,0,858,662,531,61,27,8,0,2,33,196,103,5,5,0,0,79,4,858,427,34,44,34,12,10,6,9,19,41,36,26,23,31,28,23,7,11,10,4,9,3,4,3,431,47,30,27,13,7,6,8,20,48,30,31,32,33,26,23,7,10,2,7,11,5,3,5
"G20017300031001","2010","2","4","Kansas","20","Sedgwick County","173",,,"003100","1",,,,,,,,,,"48620","99999","556",,,,,,,,,,,,,,"Block Group 1",,696,696,696,696,0,0,0,696,553,425,63,16,9,0,0,40,143,73,2,1,1,0,51,15,696,334,32,26,23,16,9,2,1,22,34,30,16,18,39,14,25,5,4,2,5,5,2,3,1,362,43,32,24,10,11,5,8,19,31,32,18,20,25,28,19,3,11,4,5,6,4,0,4
"G20017300031002","2010","2","4","Kansas","20","Sedgwick County","173",,,"003100","2",,,,,,,,,,"48620","99999","556",,,,,,,,,,,,,,"Block Group 2",,862,862,862,862,0,0,0,862,685,555,57,13,23,1,0,36,177,72,7,9,0,0,73,16,862,434,45,33,26,19,5,2,4,18,41,20,28,22,29,48,35,10,14,5,6,6,9,1,8,428,33,39,25,15,13,7,3,25,26,47,17,15,36,36,28,5,12,5,6,3,13,8,11
"G20017300031003","2010","2","4","Kansas","20","Sedgwick County","173",,,"003100","3",,,,,,,,,,"48620","99999","556",,,,,,,,,,,,,,"Block Group 3",,733,733,733,733,0,0,0,733,599,476,48,21,7,0,0,47,134,64,1,4,0,0,61,4,733,353,33,32,26,10,12,3,9,14,26,23,22,27,28,29,20,5,5,5,2,9,8,0,5,380,32,36,26,14,12,6,5,22,34,22,16,26,23,34,20,5,10,4,7,6,7,6,7
"G20017300032001","2010","2","4","Kansas","20","Sedgwick County","173",,,"003200","1",,,,,,,,,,"48620","99999","556",,,,,,,,,,,,,,"Block Group 1",,721,721,721,721,0,0,0,721,552,458,35,5,17,0,1,36,169,46,1,1,0,0,113,8,721,380,36,33,26,15,4,6,5,10,39,22,25,25,35,35,19,9,15,4,6,2,3,5,1,341,38,28,26,7,12,4,6,21,30,13,22,23,16,22,26,5,13,7,4,3,6,4,5
"G20017300032002","2010","2","4","Kansas","20","Sedgwick County","173",,,"003200","2",,,,,,,,,,"48620","99999","556",,,,,,,,,,,,,,"Block Group 2",,727,727,727,727,0,0,0,727,603,507,55,14,7,0,0,20,124,50,2,0,0,2,64,6,727,376,33,29,29,14,11,7,4,19,30,30,28,26,23,21,22,15,10,3,9,5,3,0,5,351,34,36,20,9,13,3,3,18,35,26,22,16,22,22,26,8,11,6,2,5,3,5,6
"G20017300032003","2010","2","4","Kansas","20","Sedgwick County","173",,,"003200","3",,,,,,,,,,"48620","99999","556",,,,,,,,,,,,,,"Block Group 3",,1684,1684,1684,1684,0,0,0,1684,1152,847,129,15,68,0,1,92,532,226,1,2,1,0,257,45,1684,839,95,75,75,41,22,15,11,31,63,56,67,46,56,61,41,10,20,12,8,8,14,5,7,845,78,79,84,26,33,7,12,36,72,70,46,66,54,44,35,18,19,9,13,19,9,8,8
"G20017300034001","2010","2","4","Kansas","20","Sedgwick County","173",,,"003400","1",,,,,,,,,,"48620","99999","556",,,,,,,,,,,,,,"Block Group 1",,688,688,688,688,0,0,0,688,491,398,42,9,19,0,3,20,197,98,0,1,0,0,93,5,688,357,34,30,25,9,12,8,5,10,34,25,26,30,23,18,24,10,12,3,3,6,5,2,3,331,35,29,21,9,12,4,3,23,24,18,19,15,23,24,17,9,3,6,6,8,4,9,10
"G20017300034002","2010","2","4","Kansas","20","Sedgwick County","173",,,"003400","2",,,,,,,,,,"48620","99999","556",,,,,,,,,,,,,,"Block Group 2",,851,851,851,851,0,0,0,851,643,516,55,12,23,0,4,33,208,113,3,2,0,0,74,16,851,428,34,25,36,12,11,7,6,19,36,42,25,27,35,32,22,10,13,3,5,12,8,4,4,423,50,25,17,17,12,8,9,27,31,28,23,24,29,37,23,7,9,5,6,11,8,7,10
"G20017300034003","2010","2","4","Kansas","20","Sedgwick County","173",,,"003400","3",,,,,,,,,,"48620","99999","556",,,,,,,,,,,,,,"Block Group 3",,865,865,865,865,0,0,0,865,625,510,48,13,12,0,5,37,240,102,0,8,0,0,96,34,865,441,27,32,30,24,7,10,6,21,35,31,34,24,37,40,34,9,11,3,4,11,5,3,3,424,41,36,36,17,15,9,3,19,35,28,32,24,35,36,23,7,9,1,1,8,4,1,4
"G20017300034004","2010","2","4","Kansas","20","Sedgwick County","173",,,"003400","4",,,,,,,,,,"48620","99999","556",,,,,,,,,,,,,,"Block Group 4",,753,753,753,753,0,0,0,753,514,405,46,15,18,0,1,29,239,78,5,2,1,0,132,21,753,389,54,45,25,16,7,8,8,11,21,33,20,22,21,26,23,9,10,5,6,8,5,3,3,364,29,38,29,17,13,5,2,15,29,29,20,24,25,23,19,5,3,4,10,6,7,4,8
"G20017300035001","2010","2","4","Kansas","20","Sedgwick County","173",,,"003500","1",,,,,,,,,,"48620","99999","556",,,,,,,,,,,,,,"Block Group 1",,998,998,998,998,0,0,0,998,820,695,65,7,8,0,1,44,178,77,5,11,1,0,59,25,998,489,48,54,20,17,9,6,1,18,48,35,31,34,24,40,32,12,18,3,7,12,8,7,5,509,39,29,28,17,10,4,2,29,49,45,25,23,28,38,42,18,12,7,17,16,9,12,10
"G20017300035002","2010","2","4","Kansas","20","Sedgwick County","173",,,"003500","2",,,,,,,,,,"48620","99999","556",,,,,,,,,,,,,,"Block Group 2",,1026,1026,1026,1026,0,0,0,1026,877,756,74,6,2,2,4,33,149,64,5,1,0,0,64,15,1026,500,49,38,25,7,11,9,3,21,44,42,43,44,27,40,36,7,16,9,8,4,9,4,4,526,44,36,27,18,16,7,4,35,52,41,31,35,31,42,34,7,15,3,6,15,9,6,12
"G20017300036001","2010","2","4","Kansas","20","Sedgwick County","173",,,"003600","1",,,,,,,,,,"48620","99999","556",,,,,,,,,,,,,,"Block Group 1",,663,663,663,663,0,0,0,663,547,366,123,3,19,12,0,24,116,53,11,3,4,0,36,9,663,330,36,26,19,16,7,4,9,22,35,24,25,21,16,21,15,8,5,3,4,5,2,5,2,333,32,25,19,10,9,3,6,25,28,30,21,20,16,21,15,8,9,3,8,1,11,2,11
"G20017300036002","2010","2","4","Kansas","20","Sedgwick County","173",,,"003600","2",,,,,,,,,,"48620","99999","556",,,,,,,,,,,,,,"Block Group 2",,1000,1000,1000,1000,0,0,0,1000,511,310,152,10,20,3,0,16,489,173,3,3,6,0,291,13,1000,528,55,59,31,19,11,11,10,30,46,59,38,33,35,33,15,12,7,3,6,9,1,2,3,472,58,44,37,20,11,8,8,35,48,43,42,25,22,16,22,4,5,6,3,4,2,3,6
"G20017300036003","2010","2","4","Kansas","20","Sedgwick County","173",,,"003600","3",,,,,,,,,,"48620","99999","556",,,,,,,,,,,,,,"Block Group 3",,651,651,651,651,0,0,0,651,511,337,121,8,15,0,0,30,140,60,1,7,0,0,60,12,651,325,22,34,27,10,3,3,3,23,30,21,27,24,27,27,19,3,7,6,2,4,3,0,0,326,32,30,26,11,6,0,4,17,30,32,15,17,26,24,17,10,8,2,4,2,1,3,9
"G20017300036004","2010","2","4","Kansas","20","Sedgwick County","173",,,"003600","4",,,,,,,,,,"48620","99999","556",,,,,,,,,,,,,,"Block Group 4",,768,768,768,768,0,0,0,768,668,488,124,4,19,0,2,31,100,47,6,0,1,0,41,5,768,357,39,35,22,11,4,3,5,24,45,28,22,17,19,19,30,7,4,3,5,6,4,4,1,411,43,28,22,13,11,6,8,26,38,36,19,20,33,36,23,9,6,5,7,6,4,7,5
"G20017300037001","2010","2","4","Kansas","20","Sedgwick County","173",,,"003700","1",,,,,,,,,,"48620","99999","556",,,,,,,,,,,,,,"Block Group 1",,1107,1107,1107,1107,0,0,0,1107,792,509,63,16,166,3,0,35,315,176,1,15,1,0,106,16,1107,533,56,40,25,18,15,10,5,35,49,32,39,33,35,35,31,14,11,3,14,10,7,11,5,574,56,39,32,17,12,10,7,31,38,30,20,37,35,49,35,10,23,13,17,28,11,14,10
"G20017300037002","2010","2","4","Kansas","20","Sedgwick County","173",,,"003700","2",,,,,,,,,,"48620","99999","556",,,,,,,,,,,,,,"Block Group 2",,745,745,745,745,0,0,0,745,468,321,79,9,24,0,0,35,277,132,4,4,0,0,113,24,745,373,60,39,16,9,8,10,6,22,34,27,26,17,23,24,22,6,3,2,4,6,5,3,1,372,60,40,23,9,10,4,13,24,34,25,25,19,19,18,11,2,6,6,7,4,8,2,3
"G20017300038001","2010","2","4","Kansas","20","Sedgwick County","173",,,"003800","1",,,,,,,,,,"48620","99999","556",,,,,,,,,,,,,,"Block Group 1",,1097,1097,1097,1097,0,0,0,1097,958,713,123,5,95,1,0,21,139,75,2,3,0,0,57,2,1097,527,43,23,23,13,10,4,9,22,41,41,28,34,45,51,44,16,14,10,6,11,10,10,19,570,42,27,20,15,14,10,8,35,37,43,26,22,48,50,51,7,13,13,17,14,20,13,25
"G20017300038002","2010","2","4","Kansas","20","Sedgwick County","173",,,"003800","2",,,,,,,,,,"48620","99999","556",,,,,,,,,,,,,,"Block Group 2",,726,726,726,726,0,0,0,726,558,446,65,6,13,1,0,27,168,84,0,1,0,0,75,8,726,383,33,37,18,20,6,6,4,14,23,28,18,25,43,27,19,11,12,7,10,7,6,4,5,343,27,21,29,17,5,5,0,10,35,30,17,21,24,27,24,4,9,3,6,9,4,5,11
"G20017300038003","2010","2","4","Kansas","20","Sedgwick County","173",,,"003800","3",,,,,,,,,,"48620","99999","556",,,,,,,,,,,,,,"Block Group 3",,955,955,955,955,0,0,0,955,721,468,207,8,9,0,0,29,234,95,7,13,1,0,106,12,955,457,56,54,30,19,7,10,7,20,38,42,26,29,23,22,28,5,4,6,8,5,8,3,7,498,72,36,24,19,4,6,11,19,52,51,27,24,24,29,26,11,13,7,6,13,8,8,8
"G20017300039001","2010","2","4","Kansas","20","Sedgwick County","173",,,"003900","1",,,,,,,,,,"48620","99999","556",,,,,,,,,,,,,,"Block Group 1",,1016,1016,1016,1016,0,0,0,1016,678,501,62,19,48,0,1,47,338,119,0,5,0,0,189,25,1016,522,45,37,41,21,15,9,6,22,31,57,45,38,34,28,31,13,12,6,3,12,7,7,2,494,53,48,32,20,13,6,9,14,58,38,28,32,29,25,28,6,9,7,7,10,7,6,9
"G20017300039002","2010","2","4","Kansas","20","Sedgwick County","173",,,"003900","2",,,,,,,,,,"48620","99999","556",,,,,,,,,,,,,,"Block Group 2",,774,774,774,774,0,0,0,774,535,404,60,9,29,0,0,33,239,91,5,6,0,0,123,14,774,391,42,37,23,8,11,9,10,26,39,29,20,17,30,23,23,0,8,2,5,8,9,7,5,383,37,28,26,22,9,5,4,20,49,21,21,31,22,17,11,6,4,7,5,8,11,9,10
"G20017300039003","2010","2","4","Kansas","20","Sedgwick County","173",,,"003900","3",,,,,,,,,,"48620","99999","556",,,,,,,,,,,,,,"Block Group 3",,759,759,759,759,0,0,0,759,532,393,46,17,12,0,0,64,227,110,2,9,0,0,101,5,759,375,37,34,36,13,12,10,5,18,31,21,27,19,30,19,21,4,7,4,4,10,5,5,3,384,37,32,27,19,8,2,5,19,36,26,28,25,16,27,21,9,9,7,7,8,4,4,8
"G20017300039004","2010","2","4","Kansas","20","Sedgwick County","173",,,"003900","4",,,,,,,,,,"48620","99999","556",,,,,,,,,,,,,,"Block Group 4",,1171,1171,1171,1171,0,0,0,1171,848,669,78,16,36,0,2,47,323,156,6,5,0,0,133,23,1171,587,46,43,48,18,18,9,7,32,50,48,40,43,45,44,27,4,15,8,6,11,7,10,8,584,58,28,42,23,16,14,10,27,38,39,40,30,47,46,32,7,15,9,10,17,14,5,17
"G20017300039005","2010","2","4","Kansas","20","Sedgwick County","173",,,"003900","5",,,,,,,,,,"48620","99999","556",,,,,,,,,,,,,,"Block Group 5",,973,973,973,973,0,0,0,973,696,533,97,25,4,0,3,34,277,126,5,9,0,0,128,9,973,514,51,58,35,19,11,8,5,25,33,39,31,37,43,47,25,7,12,4,8,7,6,1,2,459,35,38,33,10,9,9,7,15,50,35,35,27,31,34,32,9,12,5,11,6,3,5,8
"G20017300040001","2010","2","4","Kansas","20","Sedgwick County","173",,,"004000","1",,,,,,,,,,"48620","99999","556",,,,,,,,,,,,,,"Block Group 1",,1186,1186,1186,1186,0,0,0,1186,854,655,60,26,62,4,1,46,332,149,1,3,0,0,162,17,1186,636,52,60,48,20,11,3,8,20,59,53,45,48,52,55,36,17,10,13,10,5,8,1,2,550,60,48,31,15,14,6,2,19,44,49,38,39,44,41,31,9,17,12,8,8,7,5,3
"G20017300040002","2010","2","4","Kansas","20","Sedgwick County","173",,,"004000","2",,,,,,,,,,"48620","99999","556",,,,,,,,,,,,,,"Block Group 2",,1735,1735,1735,1735,0,0,0,1735,1479,1127,187,21,74,0,5,65,256,118,5,1,1,0,113,18,1735,804,73,44,39,24,21,14,15,57,85,69,53,42,57,57,39,19,20,12,15,27,5,7,10,931,72,60,40,22,33,13,18,74,93,67,39,49,67,63,59,22,37,12,14,21,20,16,20
"G20017300040003","2010","2","4","Kansas","20","Sedgwick County","173",,,"004000","3",,,,,,,,,,"48620","99999","556",,,,,,,,,,,,,,"Block Group 3",,808,808,808,808,0,0,0,808,622,506,51,5,11,0,0,49,186,64,0,2,1,0,106,13,808,408,26,31,27,21,10,4,4,14,35,35,27,37,30,35,37,4,11,3,4,4,4,3,2,400,39,31,26,18,10,3,4,11,27,29,31,16,36,34,39,8,6,4,4,6,8,10,0
"G20017300040004","2010","2","4","Kansas","20","Sedgwick County","173",,,"004000","4",,,,,,,,,,"48620","99999","556",,,,,,,,,,,,,,"Block Group 4",,810,810,810,810,0,0,0,810,634,526,53,22,9,0,2,22,176,81,4,2,1,1,65,22,810,412,41,35,37,9,11,2,9,19,24,31,36,31,28,26,29,3,17,5,4,6,3,1,5,398,42,35,24,15,5,2,5,16,38,33,17,31,29,22,27,10,5,9,3,6,11,4,9
"G20017300043001","2010","2","4","Kansas","20","Sedgwick County","173",,,"004300","1",,,,,,,,,,"48620","99999","556",,,,,,,,,,,,,,"Block Group 1",,1787,1787,1787,1787,0,0,0,1787,1542,887,553,36,16,1,0,49,245,150,7,8,2,1,56,21,1787,1404,15,9,6,13,77,69,44,128,212,144,143,139,134,149,71,13,13,8,10,3,1,1,2,383,18,10,6,7,9,6,7,40,49,43,46,42,44,20,16,5,10,0,1,3,1,0,0
"G20017300043002","2010","2","4","Kansas","20","Sedgwick County","173",,,"004300","2",,,,,,,,,,"48620","99999","556",,,,,,,,,,,,,,"Block Group 2",,763,763,763,763,0,0,0,763,701,554,95,9,17,1,0,25,62,30,0,0,0,0,28,4,763,486,7,4,0,3,2,1,3,32,94,68,47,42,48,52,38,16,12,2,8,6,1,0,0,277,6,3,1,6,6,4,3,31,57,27,17,13,23,27,22,6,9,1,3,5,3,1,3
"G20017300043003","2010","2","4","Kansas","20","Sedgwick County","173",,,"004300","3",,,,,,,,,,"48620","99999","556",,,,,,,,,,,,,,"Block Group 3",,613,613,613,613,0,0,0,613,543,439,52,6,24,1,1,20,70,43,0,2,0,0,16,9,613,339,11,15,7,4,5,5,7,21,51,27,20,25,19,43,24,14,11,15,2,4,4,3,2,274,15,14,7,9,4,4,7,25,28,21,8,17,15,34,17,7,13,8,3,5,8,4,1
"G20017300043004","2010","2","4","Kansas","20","Sedgwick County","173",,,"004300","4",,,,,,,,,,"48620","99999","556",,,,,,,,,,,,,,"Block Group 4",,1273,1273,1273,1273,0,0,0,1273,830,567,154,19,37,1,1,51,443,156,7,2,0,0,258,20,1273,671,67,31,13,11,13,17,27,84,97,72,43,43,40,30,37,13,15,11,4,3,0,0,0,602,55,35,15,13,34,23,17,77,99,41,49,26,32,33,17,8,11,3,6,5,0,2,1
"G20017300051001","2010","2","4","Kansas","20","Sedgwick County","173",,,"005100","1",,,,,,,,,,"48620","99999","556",,,,,,,,,,,,,,"Block Group 1",,736,736,736,736,0,0,0,736,582,478,62,4,16,0,1,21,154,65,4,7,0,0,61,17,736,420,27,20,24,8,9,5,9,31,40,31,31,36,44,23,27,10,7,5,4,12,7,7,3,316,24,17,24,14,7,6,4,14,21,17,19,23,17,26,21,6,7,7,7,12,13,6,4
"G20017300051002","2010","2","4","Kansas","20","Sedgwick County","173",,,"005100","2",,,,,,,,,,"48620","99999","556",,,,,,,,,,,,,,"Block Group 2",,1293,1293,1293,1293,0,0,0,1293,1092,843,162,8,22,2,0,55,201,94,1,5,0,0,72,29,1293,647,63,39,41,23,27,7,16,39,83,35,38,51,37,35,32,11,11,7,5,17,12,10,8,646,60,32,36,26,23,16,16,41,64,35,41,31,37,39,40,18,10,13,13,16,26,7,6
"G20017300051003","2010","2","4","Kansas","20","Sedgwick County","173",,,"005100","3",,,,,,,,,,"48620","99999","556",,,,,,,,,,,,,,"Block Group 3",,1410,1410,1410,1410,0,0,0,1410,1204,917,170,19,25,0,2,71,206,125,5,0,0,0,67,9,1410,666,84,51,43,23,21,20,9,30,69,46,36,35,49,39,22,9,12,7,10,19,15,11,6,744,81,41,37,12,29,20,21,50,74,45,29,41,40,50,46,14,22,7,14,23,17,15,16
"G20017300051004","2010","2","4","Kansas","20","Sedgwick County","173",,,"005100","4",,,,,,,,,,"48620","99999","556",,,,,,,,,,,,,,"Block Group 4",,1520,1520,1520,1520,0,0,0,1520,1315,1122,88,29,33,3,1,39,205,88,1,4,0,0,96,16,1520,720,58,50,50,26,18,6,11,33,60,51,49,41,44,51,39,7,28,15,9,21,26,15,12,800,77,60,40,26,20,7,10,25,63,47,44,41,41,53,45,22,31,12,26,22,31,34,23
"G20017300052001","2010","2","4","Kansas","20","Sedgwick County","173",,,"005200","1",,,,,,,,,,"48620","99999","556",,,,,,,,,,,,,,"Block Group 1",,1287,1287,1287,1287,0,0,0,1287,1107,949,81,13,25,0,0,39,180,104,12,1,0,0,53,10,1287,544,50,41,39,25,12,2,5,24,48,48,30,21,20,29,28,6,10,4,6,15,16,28,37,743,40,38,38,24,7,9,12,31,53,52,36,44,34,41,31,11,15,14,15,26,46,45,81
"G20017300052002","2010","2","4","Kansas","20","Sedgwick County","173",,,"005200","2",,,,,,,,,,"48620","99999","556",,,,,,,,,,,,,,"Block Group 2",,1042,1042,1042,1042,0,0,0,1042,862,675,100,15,36,0,4,32,180,81,4,9,0,0,76,10,1042,558,34,33,34,24,13,8,9,14,50,46,43,35,33,48,34,15,13,12,7,13,18,18,4,484,41,36,35,8,9,4,4,28,40,37,29,27,36,38,25,6,15,3,9,11,23,16,4
"G20017300052003","2010","2","4","Kansas","20","Sedgwick County","173",,,"005200","3",,,,,,,,,,"48620","99999","556",,,,,,,,,,,,,,"Block Group 3",,827,827,827,827,0,0,0,827,680,518,96,5,13,0,2,46,147,57,0,2,0,0,71,17,827,437,35,49,28,17,13,0,6,20,41,32,24,34,14,32,21,7,19,9,5,13,9,8,1,390,46,35,17,17,10,3,4,12,36,43,14,22,24,26,16,11,5,7,9,14,13,5,1
"G20017300052004","2010","2","4","Kansas","20","Sedgwick County","173",,,"005200","4",,,,,,,,,,"48620","99999","556",,,,,,,,,,,,,,"Block Group 4",,1247,1247,1247,1247,0,0,0,1247,1051,873,78,18,36,0,4,42,196,115,4,6,0,0,52,19,1247,606,54,45,45,27,13,12,7,21,46,28,34,41,45,37,40,14,15,8,9,24,22,9,10,641,55,44,38,37,17,9,7,21,51,33,35,38,42,36,40,12,21,14,21,23,20,14,13
"G20017300053001","2010","2","4","Kansas","20","Sedgwick County","173",,,"005300","1",,,,,,,,,,"48620","99999","556",,,,,,,,,,,,,,"Block Group 1",,668,668,668,668,0,0,0,668,590,524,25,3,13,0,0,25,78,60,0,0,0,0,11,7,668,328,22,27,29,14,5,1,2,9,21,32,19,14,21,25,18,7,11,1,8,12,14,12,4,340,23,31,22,8,5,2,3,7,32,21,20,21,16,21,13,6,8,8,10,19,21,11,12
"G20017300053002","2010","2","4","Kansas","20","Sedgwick County","173",,,"005300","2",,,,,,,,,,"48620","99999","556",,,,,,,,,,,,,,"Block Group 2",,1058,1058,1058,1058,0,0,0,1058,918,792,35,11,34,0,0,46,140,69,3,0,0,0,48,20,1058,508,38,43,41,14,13,8,8,21,28,34,45,22,30,31,40,9,9,10,11,14,14,16,9,550,43,31,36,18,10,5,9,18,36,38,28,25,41,31,41,16,12,11,16,22,29,18,16
"G20017300053003","2010","2","4","Kansas","20","Sedgwick County","173",,,"005300","3",,,,,,,,,,"48620","99999","556",,,,,,,,,,,,,,"Block Group 3",,701,701,701,701,0,0,0,701,570,493,29,9,14,1,3,21,131,36,0,3,0,0,72,20,701,331,31,34,21,10,6,4,6,14,28,34,16,20,18,25,20,5,8,3,9,8,5,4,2,370,28,37,21,18,8,5,5,14,23,36,17,18,19,25,20,10,11,7,11,13,10,12,2
"G20017300053004","2010","2","4","Kansas","20","Sedgwick County","173",,,"005300","4",,,,,,,,,,"48620","99999","556",,,,,,,,,,,,,,"Block Group 4",,688,688,688,688,0,0,0,688,544,477,27,4,4,0,3,29,144,46,2,0,0,0,92,4,688,340,39,29,26,14,7,6,5,9,26,22,18,22,26,25,10,6,10,3,8,10,10,6,3,348,34,33,22,16,7,2,4,13,31,27,15,15,20,26,19,4,11,11,5,11,8,5,9
"G20017300053005","2010","2","4","Kansas","20","Sedgwick County","173",,,"005300","5",,,,,,,,,,"48620","99999","556",,,,,,,,,,,,,,"Block Group 5",,717,717,717,717,0,0,0,717,608,452,95,20,9,0,0,32,109,67,1,3,0,0,19,19,717,356,42,44,20,26,7,6,4,9,23,29,19,18,19,14,19,4,9,8,7,10,9,6,4,361,37,32,29,9,11,1,3,13,45,25,18,14,25,13,16,7,13,10,3,12,10,8,7
"G20017300053006","2010","2","4","Kansas","20","Sedgwick County","173",,,"005300","6",,,,,,,,,,"48620","99999","556",,,,,,,,,,,,,,"Block Group 6",,769,769,769,769,0,0,0,769,680,593,46,2,19,0,1,19,89,39,3,0,1,0,39,7,769,382,32,43,24,17,3,5,3,11,35,31,22,24,23,18,22,10,7,6,7,15,17,4,3,387,22,31,26,13,7,7,3,10,36,28,26,25,21,30,12,9,9,13,10,20,11,10,8
"G20017300053007","2010","2","4","Kansas","20","Sedgwick County","173",,,"005300","7",,,,,,,,,,"48620","99999","556",,,,,,,,,,,,,,"Block Group 7",,1171,1171,1171,1171,0,0,0,1171,995,865,38,20,26,0,2,44,176,94,0,4,0,0,35,43,1171,579,43,39,39,37,12,7,7,22,42,38,34,38,42,42,26,10,15,9,11,12,25,18,11,592,32,52,43,26,23,4,6,16,39,41,37,31,38,33,36,12,18,12,9,24,35,18,7
"G20017300054001","2010","2","4","Kansas","20","Sedgwick County","173",,,"005400","1",,,,,,,,,,"48620","99999","556",,,,,,,,,,,,,,"Block Group 1",,2736,2736,2476,2476,0,260,0,2736,2506,2079,51,16,285,0,0,75,230,109,12,6,7,0,75,21,2736,1347,104,116,115,71,46,16,19,39,86,83,95,114,93,101,71,23,43,19,23,26,23,14,7,1389,113,107,124,56,40,18,15,40,97,85,114,106,102,90,85,30,37,17,24,36,23,18,12
"G20017300054002","2010","2","4","Kansas","20","Sedgwick County","173",,,"005400","2",,,,,,,,,,"48620","99999","556",,,,,,,,,,,,,,"Block Group 2",,830,830,830,830,0,0,0,830,758,683,27,14,8,0,0,26,72,27,0,2,0,0,26,17,830,414,29,21,12,8,12,9,9,13,22,24,25,30,42,38,31,10,11,10,11,21,14,8,4,416,27,27,18,11,9,5,6,16,19,20,20,19,32,35,30,11,22,8,20,22,22,10,7
"G20017300054003","2010","2","4","Kansas","20","Sedgwick County","173",,,"005400","3",,,,,,,,,,"48620","99999","556",,,,,,,,,,,,,,"Block Group 3",,2071,2071,2071,2071,0,0,0,2071,1828,1541,131,43,31,0,0,82,243,107,19,9,0,0,78,30,2071,1001,96,87,74,49,38,15,13,50,61,67,61,55,58,68,48,33,32,12,12,32,20,13,7,1070,108,77,74,48,27,19,18,44,89,49,68,57,66,67,69,19,35,17,23,31,32,14,19
"G20017300054004","2010","2","4","Kansas","20","Sedgwick County","173",,,"005400","4",,,,,,,,,,"48620","99999","556",,,,,,,,,,,,,,"Block Group 4",,1621,1621,1621,1621,0,0,0,1621,1304,1114,80,24,15,0,0,71,317,138,6,7,0,0,132,34,1621,826,85,56,56,33,11,17,13,52,80,61,51,60,48,55,48,16,18,10,14,22,12,5,3,795,76,56,48,34,25,21,13,64,69,42,41,54,48,56,36,14,22,16,16,20,13,4,7
"G20017300055011","2010","2","4","Kansas","20","Sedgwick County","173",,,"005501","1",,,,,,,,,,"48620","99999","556",,,,,,,,,,,,,,"Block Group 1",,1852,1852,1852,1852,0,0,0,1852,1777,1686,10,14,25,0,1,41,75,39,0,1,0,0,19,16,1852,898,79,67,101,73,21,11,5,33,46,57,55,70,66,48,45,20,28,10,11,15,14,16,7,954,63,76,89,56,35,8,12,33,69,63,67,62,74,57,50,13,19,18,10,26,15,16,23
"G20017300055012","2010","2","4","Kansas","20","Sedgwick County","173",,,"005501","2",,,,,,,,,,"48620","99999","556",,,,,,,,,,,,,,"Block Group 2",,1250,1250,1250,1250,0,0,0,1250,1163,1076,4,32,13,0,0,38,87,52,0,3,0,0,19,13,1250,548,35,52,45,28,18,9,3,21,32,42,39,33,28,23,32,6,15,9,13,14,23,11,17,702,50,50,56,28,23,11,8,20,29,42,42,34,30,24,35,6,16,10,22,35,35,34,62
