GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,BLOCKA,CONCITA,RES_ONLYA,TRUSTA,AIANHHA,AITSCEA,TTRACTA,TBLKGRPA,ANRCA,CBSAA,METDIVA,CSAA,NECTAA,NECTADIVA,CNECTAA,UAA,URBRURALA,CDA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,NAME,SABINSA,H7V001,H7W001,H7W002,H7W003,H7W004,H7W005,H7W006,H7Z001,H7Z002,H7Z003,H7Z004,H7Z005,H7Z006,H7Z007,H7Z008,H7Z009,H7Z010,H7Z011,H7Z012,H7Z013,H7Z014,H7Z015,H7Z016,H7Z017,H76001,H76002,H76003,H76004,H76005,H76006,H76007,H76008,H76009,H76010,H76011,H76012,H76013,H76014,H76015,H76016,H76017,H76018,H76019,H76020,H76021,H76022,H76023,H76024,H76025,H76026,H76027,H76028,H76029,H76030,H76031,H76032,H76033,H76034,H76035,H76036,H76037,H76038,H76039,H76040,H76041,H76042,H76043,H76044,H76045,H76046,H76047,H76048,H76049
"G20000909713003","2010","2","4","Kansas","20","Barton County","009",,,"971300","3",,,,,,,,,,"24460","99999","999",,,,,,,,,,,,,,"Block Group 3",,1205,1205,1194,0,1194,11,0,1205,1153,1110,15,4,0,0,1,23,52,32,0,1,0,0,15,4,1205,573,49,48,39,27,15,5,6,12,50,32,27,28,33,40,51,14,18,7,21,21,14,10,6,632,54,42,37,29,11,4,5,29,40,40,39,22,31,54,32,12,26,11,15,22,23,23,31
"G20000909713004","2010","2","4","Kansas","20","Barton County","009",,,"971300","4",,,,,,,,,,"24460","99999","999",,,,,,,,,,,,,,"Block Group 4",,709,709,695,0,695,14,0,709,673,638,9,6,0,0,0,20,36,19,0,0,0,0,8,9,709,341,22,31,23,16,6,3,2,5,29,25,18,20,27,27,24,7,11,8,9,9,9,6,4,368,28,32,36,11,8,3,3,10,20,24,22,22,31,22,30,6,11,4,8,15,7,7,8
"G20000909714001","2010","2","4","Kansas","20","Barton County","009",,,"971400","1",,,,,,,,,,"24460","99999","999",,,,,,,,,,,,,,"Block Group 1",,1173,1173,1173,0,1173,0,0,1173,1083,1038,23,3,4,0,0,15,90,30,2,7,0,0,37,14,1173,560,48,29,32,25,13,6,9,24,56,36,22,37,27,38,40,17,15,12,10,20,16,20,8,613,41,42,36,16,14,11,7,22,51,42,29,28,36,47,41,10,22,13,17,18,26,27,17
"G20000909714002","2010","2","4","Kansas","20","Barton County","009",,,"971400","2",,,,,,,,,,"24460","99999","999",,,,,,,,,,,,,,"Block Group 2",,724,724,724,0,724,0,0,724,631,605,8,4,0,0,1,13,93,28,2,2,0,0,48,13,724,355,40,24,35,14,6,7,2,18,22,21,22,24,23,18,16,6,11,6,6,7,10,9,8,369,24,24,34,19,15,6,4,9,33,20,19,24,22,21,13,8,13,4,10,8,15,12,12
"G20000909714003","2010","2","4","Kansas","20","Barton County","009",,,"971400","3",,,,,,,,,,"24460","99999","999",,,,,,,,,,,,,,"Block Group 3",,676,676,676,0,676,0,0,676,494,432,37,7,1,0,1,16,182,51,0,0,0,0,118,13,676,324,28,27,15,15,3,6,3,18,39,17,14,15,23,21,20,15,9,6,5,7,10,5,3,352,27,36,26,13,8,3,9,18,38,22,16,21,21,22,16,4,11,3,10,12,5,5,6
"G20000909715001","2010","2","4","Kansas","20","Barton County","009",,,"971500","1",,,,,,,,,,"24460","99999","999",,,,,,,,,,,,,,"Block Group 1",,1218,1218,1191,0,1191,27,0,1218,1170,1130,12,1,7,2,7,11,48,24,1,0,0,0,18,5,1218,588,39,32,34,33,15,4,2,18,23,36,21,30,54,54,54,16,28,12,18,24,20,19,2,630,38,39,53,23,19,6,4,13,27,38,23,33,55,54,61,14,26,10,23,28,20,16,7
"G20000909715002","2010","2","4","Kansas","20","Barton County","009",,,"971500","2",,,,,,,,,,"24460","99999","999",,,,,,,,,,,,,,"Block Group 2",,963,963,915,0,915,48,0,963,928,910,5,4,2,0,0,7,35,19,0,1,0,0,12,3,963,452,33,24,28,12,10,7,3,11,26,19,18,21,31,26,23,12,23,6,12,27,26,22,32,511,23,18,20,11,8,5,7,7,32,18,22,22,23,26,40,14,19,17,8,35,32,43,61
"G20000909715003","2010","2","4","Kansas","20","Barton County","009",,,"971500","3",,,,,,,,,,"24460","99999","999",,,,,,,,,,,,,,"Block Group 3",,1304,1304,1238,0,1238,66,0,1304,1184,1132,13,5,7,0,1,26,120,60,1,0,0,0,42,17,1304,593,60,44,25,17,13,7,6,35,54,40,26,21,32,43,43,10,19,11,17,20,20,18,12,711,62,38,34,21,18,17,11,31,51,33,33,23,39,38,37,18,17,11,19,27,34,32,67
"G20000909716001","2010","2","4","Kansas","20","Barton County","009",,,"971600","1",,,,,,,,,,"24460","99999","999",,,,,,,,,,,,,,"Block Group 1",,943,943,943,0,943,0,0,943,819,789,18,3,0,0,0,9,124,69,8,0,0,0,42,5,943,460,36,38,23,17,18,8,3,18,42,33,37,25,30,31,23,6,7,5,8,13,15,13,11,483,43,33,33,14,8,6,3,13,43,32,33,25,24,40,27,6,11,9,8,18,19,14,21
"G20000909716002","2010","2","4","Kansas","20","Barton County","009",,,"971600","2",,,,,,,,,,"24460","99999","999",,,,,,,,,,,,,,"Block Group 2",,742,742,742,0,742,0,0,742,727,723,1,0,1,0,0,2,15,5,0,0,0,0,8,2,742,340,9,11,16,15,7,3,2,4,13,12,17,16,19,36,30,16,17,5,10,24,26,22,10,402,18,17,28,10,7,2,1,8,12,5,17,16,37,33,35,13,15,7,24,26,29,20,22
"G20000909716003","2010","2","4","Kansas","20","Barton County","009",,,"971600","3",,,,,,,,,,"24460","99999","999",,,,,,,,,,,,,,"Block Group 3",,742,742,742,0,742,0,0,742,693,678,2,1,0,0,3,9,49,33,0,0,0,0,11,5,742,303,23,24,9,15,2,6,2,11,15,12,17,12,20,21,24,10,13,9,7,10,14,17,10,439,16,15,20,16,9,5,5,5,12,19,11,16,29,25,20,14,8,6,13,32,37,41,65
"G20000909716004","2010","2","4","Kansas","20","Barton County","009",,,"971600","4",,,,,,,,,,"24460","99999","999",,,,,,,,,,,,,,"Block Group 4",,855,855,855,0,855,0,0,855,796,769,15,1,5,0,0,6,59,29,0,0,0,0,24,6,855,424,28,43,31,18,13,12,2,15,28,24,29,29,30,37,20,10,13,9,7,8,10,5,3,431,35,29,27,14,11,4,1,19,27,35,25,15,35,35,34,14,14,7,5,12,13,10,10
"G20000909716005","2010","2","4","Kansas","20","Barton County","009",,,"971600","5",,,,,,,,,,"24460","99999","999",,,,,,,,,,,,,,"Block Group 5",,666,666,666,0,666,0,0,666,556,512,22,0,7,0,0,15,110,53,2,4,0,0,43,8,666,340,22,23,23,13,11,11,8,11,33,20,20,17,20,33,26,5,8,7,4,9,8,7,1,326,34,24,13,14,8,1,5,16,21,21,25,15,21,21,17,12,10,6,6,14,8,8,6
"G20000909717001","2010","2","4","Kansas","20","Barton County","009",,,"971700","1",,,,,,,,,,"24460","99999","999",,,,,,,,,,,,,,"Block Group 1",,1351,1351,1351,0,1351,0,0,1351,919,851,32,7,2,3,3,21,432,178,7,3,0,6,230,8,1351,699,54,57,57,21,24,11,12,48,61,50,44,44,42,49,35,10,16,9,9,16,10,12,8,652,54,52,43,35,14,11,7,27,59,31,46,47,36,42,37,12,8,11,11,23,19,17,10
"G20000909717002","2010","2","4","Kansas","20","Barton County","009",,,"971700","2",,,,,,,,,,"24460","99999","999",,,,,,,,,,,,,,"Block Group 2",,835,835,835,0,835,0,0,835,681,630,20,5,2,2,1,21,154,46,0,5,0,0,97,6,835,434,33,28,34,30,30,4,4,22,30,26,18,29,35,39,19,14,11,4,3,7,6,7,1,401,32,24,32,19,17,8,6,19,27,22,21,27,29,43,20,5,8,3,7,11,16,3,2
"G20000909717003","2010","2","4","Kansas","20","Barton County","009",,,"971700","3",,,,,,,,,,"24460","99999","999",,,,,,,,,,,,,,"Block Group 3",,760,760,760,0,760,0,0,760,371,343,8,8,0,0,0,12,389,164,0,9,0,0,209,7,760,388,40,37,40,19,10,7,12,14,23,29,19,29,25,29,13,8,3,4,7,11,4,4,1,372,37,29,42,23,6,7,4,21,24,25,24,19,25,22,15,6,12,3,3,15,2,1,7
"G20000909718001","2010","2","4","Kansas","20","Barton County","009",,,"971800","1",,,,,,,,,,"24460","99999","999",,,,,,,,,,,,,,"Block Group 1",,922,922,40,0,40,882,0,922,890,801,77,2,6,0,0,4,32,25,0,0,0,0,6,1,922,474,14,22,28,14,90,34,12,10,9,21,16,20,35,45,27,17,13,5,11,13,13,3,2,448,17,19,22,16,80,33,9,10,6,16,25,25,24,42,37,12,11,9,9,10,12,0,4
"G20000909718002","2010","2","4","Kansas","20","Barton County","009",,,"971800","2",,,,,,,,,,"24460","99999","999",,,,,,,,,,,,,,"Block Group 2",,498,498,0,0,0,498,0,498,425,412,3,3,1,0,2,4,73,43,0,0,0,2,28,0,498,255,12,12,12,6,7,2,2,7,15,17,10,11,22,26,22,12,17,4,8,10,8,8,5,243,16,9,10,5,6,2,1,7,23,8,9,14,20,26,28,9,10,3,6,11,14,4,2
"G20000909718003","2010","2","4","Kansas","20","Barton County","009",,,"971800","3",,,,,,,,,,"24460","99999","999",,,,,,,,,,,,,,"Block Group 3",,1859,1859,1858,0,1858,1,0,1859,641,609,10,9,1,1,2,9,1218,397,8,3,0,0,780,30,1859,976,98,101,92,54,30,20,14,44,65,84,73,59,66,52,24,19,16,16,13,10,9,13,4,883,106,104,71,47,25,10,14,38,65,59,59,49,62,41,34,7,27,14,7,10,17,11,6
"G20000909718004","2010","2","4","Kansas","20","Barton County","009",,,"971800","4",,,,,,,,,,"24460","99999","999",,,,,,,,,,,,,,"Block Group 4",,1762,1762,1468,0,1468,294,0,1762,1659,1615,19,7,2,0,0,16,103,34,0,0,0,0,46,23,1762,791,63,63,47,34,21,8,8,36,45,38,32,44,68,50,60,33,28,12,16,28,23,21,13,971,77,61,68,39,31,9,12,34,60,52,39,52,76,74,63,18,24,26,24,23,34,29,46
"G20000909718005","2010","2","4","Kansas","20","Barton County","009",,,"971800","5",,,,,,,,,,"24460","99999","999",,,,,,,,,,,,,,"Block Group 5",,934,934,0,0,0,934,0,934,835,817,3,3,1,0,0,11,99,43,0,1,0,0,42,13,934,473,29,27,33,21,11,5,3,19,21,24,20,32,36,50,48,13,14,13,12,16,12,9,5,461,31,23,31,22,13,4,9,16,16,22,30,27,32,42,46,13,12,14,13,16,13,11,5
"G20001109556001","2010","2","4","Kansas","20","Bourbon County","011",,,"955600","1",,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Block Group 1",,901,901,0,0,0,901,0,901,877,847,11,4,0,0,0,15,24,9,1,0,0,0,13,1,901,461,25,30,29,32,15,5,3,15,20,22,20,24,40,27,40,13,20,15,12,33,14,6,1,440,30,27,34,17,8,5,2,8,19,20,25,20,32,38,39,16,16,7,16,23,16,13,9
"G20001109556002","2010","2","4","Kansas","20","Bourbon County","011",,,"955600","2",,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Block Group 2",,790,790,0,0,0,790,0,790,778,750,2,8,1,0,0,17,12,8,0,0,0,0,3,1,790,393,28,18,19,17,14,5,8,15,17,22,17,22,27,38,35,6,20,10,22,8,11,8,6,397,30,32,18,19,5,7,5,10,17,12,21,19,33,40,28,8,14,9,17,20,16,8,9
"G20001109556003","2010","2","4","Kansas","20","Bourbon County","011",,,"955600","3",,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Block Group 3",,1083,1083,0,0,0,1083,0,1083,1073,1041,5,5,0,0,0,22,10,2,3,0,0,0,5,0,1083,548,39,45,49,28,12,9,7,12,29,21,32,39,49,33,36,14,24,17,8,11,16,13,5,535,33,42,55,29,21,3,6,12,34,22,24,34,49,33,41,14,18,13,9,16,13,12,2
"G20001109557001","2010","2","4","Kansas","20","Bourbon County","011",,,"955700","1",,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Block Group 1",,1348,1348,0,0,0,1348,0,1348,1332,1288,9,10,2,0,0,23,16,12,0,0,0,0,2,2,1348,665,43,50,47,36,22,7,6,11,33,38,43,30,37,51,47,14,41,14,24,26,18,17,10,683,41,51,55,38,14,4,6,20,38,39,41,29,30,64,53,13,28,20,19,21,24,21,14
"G20001109557002","2010","2","4","Kansas","20","Bourbon County","011",,,"955700","2",,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Block Group 2",,984,984,0,0,0,984,0,984,971,945,4,4,8,0,0,10,13,6,0,3,0,0,2,2,984,494,25,33,39,30,5,6,6,10,19,32,29,23,34,38,48,18,16,14,17,21,9,15,7,490,37,39,38,28,6,8,6,10,16,25,28,32,37,34,39,19,15,8,21,16,12,6,10
"G20001109558001","2010","2","4","Kansas","20","Bourbon County","011",,,"955800","1",,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Block Group 1",,1864,1864,813,0,813,1051,0,1864,1850,1683,97,13,24,1,1,31,14,6,3,0,0,0,4,1,1864,969,43,61,60,40,119,41,16,31,39,28,47,44,60,64,55,24,38,14,32,33,27,25,28,895,50,42,43,20,43,18,14,17,23,36,51,38,60,65,76,26,29,12,34,47,31,39,81
"G20001109558002","2010","2","4","Kansas","20","Bourbon County","011",,,"955800","2",,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Block Group 2",,569,569,569,0,569,0,0,569,563,501,27,8,3,0,0,24,6,3,0,0,0,0,2,1,569,263,29,22,16,8,10,3,4,9,21,22,13,9,22,19,9,7,3,6,8,7,3,7,6,306,24,20,25,6,4,5,5,13,20,22,10,16,20,20,23,6,6,6,11,10,13,12,9
"G20001109558003","2010","2","4","Kansas","20","Bourbon County","011",,,"955800","3",,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Block Group 3",,662,662,662,0,662,0,0,662,647,626,9,4,1,0,0,7,15,5,0,2,0,0,5,3,662,289,26,11,18,15,21,4,3,15,13,12,12,14,18,14,19,2,12,6,5,9,12,9,19,373,23,13,16,14,14,12,6,14,14,14,20,12,19,11,18,3,16,11,9,20,24,23,47
"G20001109558004","2010","2","4","Kansas","20","Bourbon County","011",,,"955800","4",,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Block Group 4",,696,696,696,0,696,0,0,696,682,626,28,1,3,0,0,24,14,8,3,1,0,0,0,2,696,314,23,23,24,3,16,7,5,13,14,17,11,12,18,21,27,8,10,8,10,6,13,13,12,382,19,19,11,17,11,7,7,10,15,20,16,16,20,27,23,9,9,10,15,22,31,21,27
"G20001109559001","2010","2","4","Kansas","20","Bourbon County","011",,,"955900","1",,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Block Group 1",,1019,1019,558,0,558,461,0,1019,987,900,54,9,7,0,0,17,32,19,1,0,0,0,8,4,1019,514,44,32,33,20,25,13,9,23,35,27,31,22,48,37,31,7,11,15,9,12,11,14,5,505,28,41,30,17,20,3,12,12,38,28,23,29,32,46,38,15,17,4,18,18,11,11,14
"G20001109559002","2010","2","4","Kansas","20","Bourbon County","011",,,"955900","2",,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Block Group 2",,809,809,787,0,787,22,0,809,793,745,19,3,0,0,0,26,16,11,0,0,0,0,3,2,809,377,34,42,33,23,6,2,2,11,27,34,26,17,20,28,15,6,9,8,7,11,7,6,3,432,50,41,33,11,9,5,5,17,37,38,19,17,22,23,20,14,15,6,11,10,18,8,3
"G20001109559003","2010","2","4","Kansas","20","Bourbon County","011",,,"955900","3",,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Block Group 3",,870,870,684,0,684,186,0,870,833,752,48,1,0,0,1,31,37,18,0,0,0,0,14,5,870,397,67,39,21,10,15,2,9,22,24,21,20,14,17,22,28,10,16,5,7,7,12,6,3,473,50,41,32,18,15,7,10,18,38,27,22,17,29,26,42,10,14,4,9,14,12,13,5
"G20001109559004","2010","2","4","Kansas","20","Bourbon County","011",,,"955900","4",,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Block Group 4",,704,704,252,0,252,452,0,704,701,665,18,10,3,0,0,5,3,3,0,0,0,0,0,0,704,344,21,28,26,13,8,3,2,12,19,21,16,16,26,21,26,10,10,7,19,13,13,6,8,360,20,24,23,19,8,2,2,8,18,19,13,20,26,21,43,10,11,10,10,14,18,9,12
"G20001109560001","2010","2","4","Kansas","20","Bourbon County","011",,,"956000","1",,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Block Group 1",,692,692,692,0,692,0,0,692,672,631,16,10,1,3,0,11,20,5,0,5,0,0,8,2,692,334,15,18,20,17,9,13,3,15,32,25,29,17,14,18,17,12,13,6,8,13,7,6,7,358,33,24,23,10,12,2,3,14,27,15,18,12,18,25,20,13,11,4,6,21,15,12,20
"G20001109560002","2010","2","4","Kansas","20","Bourbon County","011",,,"956000","2",,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Block Group 2",,619,619,619,0,619,0,0,619,593,520,26,7,14,0,0,26,26,14,6,2,0,0,0,4,619,296,25,30,28,18,11,3,7,13,16,24,20,8,16,22,13,8,10,2,6,5,2,7,2,323,32,17,27,18,12,5,4,12,18,23,21,14,20,18,16,3,11,6,6,10,13,12,5
"G20001109560003","2010","2","4","Kansas","20","Bourbon County","011",,,"956000","3",,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Block Group 3",,1563,1563,1563,0,1563,0,0,1563,1512,1433,36,4,2,1,4,32,51,33,1,0,0,0,14,3,1563,772,69,63,63,31,36,17,11,27,66,51,38,35,46,48,32,19,24,10,17,17,14,26,12,791,64,58,48,32,25,10,8,42,54,50,45,34,47,47,43,17,23,12,15,21,40,37,19
"G20001304806001","2010","2","4","Kansas","20","Brown County","013",,,"480600","1",,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Block Group 1",,1079,1079,6,0,6,1073,0,1079,1069,1025,7,6,3,0,0,28,10,7,0,0,0,0,0,3,1079,549,32,36,32,24,16,5,2,13,28,25,29,35,40,46,50,15,20,23,17,25,20,12,4,530,30,36,35,20,4,3,3,11,32,17,26,29,44,63,34,20,28,14,20,21,22,13,5
"G20001304806002","2010","2","4","Kansas","20","Brown County","013",,,"480600","2",,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Block Group 2",,973,973,0,0,0,973,0,973,942,472,4,448,0,0,0,18,31,3,0,24,0,0,4,0,973,476,47,41,27,24,21,9,5,14,24,28,22,34,29,40,36,8,14,4,9,12,10,8,10,497,45,43,46,24,10,7,3,21,18,30,18,33,34,34,33,7,21,8,8,16,20,7,11
"G20001304806003","2010","2","4","Kansas","20","Brown County","013",,,"480600","3",,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Block Group 3",,871,871,0,0,0,871,0,871,848,701,7,122,1,0,0,17,23,9,0,8,0,0,2,4,871,449,32,39,42,16,7,2,3,4,26,24,18,29,40,34,39,14,23,9,14,13,8,9,4,422,26,37,28,15,7,3,2,6,24,27,25,24,24,40,41,11,15,9,7,15,13,10,13
"G20001304807001","2010","2","4","Kansas","20","Brown County","013",,,"480700","1",,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Block Group 1",,565,565,195,0,195,370,0,565,546,483,11,24,2,0,0,26,19,8,1,0,0,0,8,2,565,253,25,17,14,5,6,7,3,7,13,18,12,11,11,19,20,3,7,6,8,7,7,15,12,312,20,22,15,7,4,3,2,10,20,17,12,16,16,21,14,4,16,2,12,10,17,11,41
"G20001304807002","2010","2","4","Kansas","20","Brown County","013",,,"480700","2",,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Block Group 2",,1136,1136,1079,0,1079,57,0,1136,1096,1009,31,28,5,0,0,23,40,17,1,2,0,0,16,4,1136,510,44,28,35,25,17,4,7,15,29,27,22,28,38,40,33,9,16,4,29,19,14,15,12,626,38,38,28,21,17,5,11,12,32,24,23,38,40,53,46,16,8,11,27,28,33,34,43
"G20001304807003","2010","2","4","Kansas","20","Brown County","013",,,"480700","3",,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Block Group 3",,1287,1287,1257,0,1257,30,0,1287,1239,1139,17,34,4,0,3,42,48,27,4,1,0,0,7,9,1287,608,42,45,43,32,9,7,6,14,29,35,30,37,39,56,50,17,16,10,16,22,23,13,17,679,46,56,34,22,15,0,4,24,42,38,35,35,48,56,52,11,20,22,19,29,26,19,26
"G20001304807004","2010","2","4","Kansas","20","Brown County","013",,,"480700","4",,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Block Group 4",,614,614,614,0,614,0,0,614,583,537,16,14,0,0,1,15,31,9,1,5,0,0,11,5,614,306,26,19,23,16,14,5,3,4,27,20,12,22,25,15,18,4,18,7,7,7,5,6,3,308,18,20,27,15,6,3,1,8,18,20,20,19,22,14,28,7,12,5,10,8,10,6,11
"G20001304808001","2010","2","4","Kansas","20","Brown County","013",,,"480800","1",,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Block Group 1",,628,628,0,0,0,628,0,628,611,582,2,5,1,0,0,21,17,5,0,0,0,0,10,2,628,331,28,13,17,20,11,3,5,9,25,10,12,15,27,26,35,7,20,10,8,13,11,6,0,297,20,18,13,11,8,1,7,3,21,8,12,12,33,27,25,16,12,7,8,12,15,2,6
"G20001304808002","2010","2","4","Kansas","20","Brown County","013",,,"480800","2",,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Block Group 2",,921,921,0,0,0,921,0,921,902,864,6,11,6,1,0,14,19,3,0,0,0,0,14,2,921,453,32,23,32,27,6,4,3,6,21,33,22,33,33,37,35,16,22,10,15,16,11,8,8,468,38,35,31,20,5,2,0,11,27,21,21,26,39,45,36,18,14,5,15,14,15,14,16
"G20001304808003","2010","2","4","Kansas","20","Brown County","013",,,"480800","3",,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Block Group 3",,1298,1298,0,0,0,1298,0,1298,1253,1055,8,133,6,0,0,51,45,12,0,6,0,0,10,17,1298,636,57,54,58,32,17,9,13,21,38,36,31,32,43,33,43,13,18,13,17,26,11,12,9,662,55,48,39,47,15,6,6,23,36,32,37,39,32,44,42,14,26,22,24,24,22,11,18
"G20001304808004","2010","2","4","Kansas","20","Brown County","013",,,"480800","4",,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Block Group 4",,612,612,0,0,0,612,0,612,589,524,7,44,3,0,1,10,23,3,0,9,0,0,3,8,612,296,12,23,16,17,11,3,1,13,18,7,15,14,16,18,18,8,8,5,12,17,15,18,11,316,12,12,16,15,7,0,2,5,16,14,17,14,16,24,18,11,7,8,10,16,24,20,32
"G20001500201001","2010","2","4","Kansas","20","Butler County","015",,,"020100","1",,,,,,,,,,"48620","99999","556",,,,,,,,,,,,,,"Block Group 1",,1564,1564,0,0,0,1564,0,1564,1534,1492,16,5,1,1,1,18,30,19,0,5,0,0,5,1,1564,821,64,60,80,53,22,7,7,17,38,34,43,40,66,61,52,23,18,15,29,36,23,22,11,743,57,42,68,32,18,8,4,24,30,36,42,51,55,55,56,14,25,16,24,31,29,14,12
"G20001500201002","2010","2","4","Kansas","20","Butler County","015",,,"020100","2",,,,,,,,,,"48620","99999","556",,,,,,,,,,,,,,"Block Group 2",,2677,2677,1579,0,1579,1098,0,2677,2495,1985,460,29,8,0,1,12,182,174,2,2,0,0,3,1,2677,2001,48,42,54,44,50,44,57,159,279,218,210,177,151,165,94,35,34,29,34,35,23,10,9,676,39,35,47,28,22,4,3,16,27,35,34,51,73,65,46,18,33,21,18,31,16,9,5
"G20001500201003","2010","2","4","Kansas","20","Butler County","015",,,"020100","3",,,,,,,,,,"48620","99999","556",,,,,,,,,,,,,,"Block Group 3",,2012,2012,0,0,0,2012,0,2012,1963,1889,6,30,2,0,1,35,49,35,0,0,0,0,11,3,2012,1030,66,66,93,54,27,13,11,30,35,59,51,59,83,93,77,21,40,16,32,35,39,18,12,982,63,57,73,60,29,9,3,26,56,55,42,60,87,82,80,20,25,17,21,39,25,33,20
"G20001500202011","2010","2","4","Kansas","20","Butler County","015",,,"020201","1",,,,,,,,,,"48620","99999","556",,,,,,,,,,,,,,"Block Group 1",,3611,3611,2232,0,2232,1379,0,3611,3533,3405,10,37,23,0,5,53,78,50,0,5,0,0,19,4,3611,1801,106,154,160,86,53,13,21,42,74,99,113,138,139,153,125,46,59,26,38,39,42,38,37,1810,97,137,129,89,28,16,11,42,77,96,121,119,164,141,147,45,51,27,33,52,52,48,88
"G20001500202012","2010","2","4","Kansas","20","Butler County","015",,,"020201","2",,,,,,,,,,"48620","99999","556",,,,,,,,,,,,,,"Block Group 2",,1489,1489,30,0,30,1459,0,1489,1432,1378,8,15,6,0,2,23,57,29,0,4,0,0,16,8,1489,768,31,35,47,46,28,6,10,22,21,19,24,46,66,84,86,37,46,22,20,28,23,16,5,721,31,31,44,33,17,9,6,20,18,27,33,35,84,91,71,29,43,11,23,32,16,12,5
"G20001500202013","2010","2","4","Kansas","20","Butler County","015",,,"020201","3",,,,,,,,,,"48620","99999","556",,,,,,,,,,,,,,"Block Group 3",,2076,2076,1360,0,1360,716,0,2076,1879,1690,130,29,5,1,0,24,197,135,27,0,0,0,21,14,2076,1091,49,73,63,40,152,67,18,66,63,57,71,52,60,62,59,22,27,15,15,15,22,15,8,985,46,51,62,29,161,49,17,33,41,48,58,53,59,61,57,24,23,22,24,23,17,15,12
"G20001500202021","2010","2","4","Kansas","20","Butler County","015",,,"020202","1",,,,,,,,,,"48620","99999","556",,,,,,,,,,,,,,"Block Group 1",,2552,2552,2552,2552,0,0,0,2552,2420,2252,38,6,49,2,2,71,132,89,0,2,0,2,26,13,2552,1203,126,138,125,59,22,13,9,21,79,110,118,101,77,44,44,21,23,8,11,11,11,11,21,1349,141,128,122,66,19,9,14,21,86,142,112,93,83,57,44,17,27,11,8,24,23,30,72
"G20001500202022","2010","2","4","Kansas","20","Butler County","015",,,"020202","2",,,,,,,,,,"48620","99999","556",,,,,,,,,,,,,,"Block Group 2",,1230,1230,1230,1230,0,0,0,1230,1189,1115,12,12,21,0,0,29,41,26,0,1,0,0,11,3,1230,615,18,32,52,45,21,5,8,23,37,25,21,42,60,52,60,12,24,5,11,15,14,23,10,615,21,46,54,43,19,6,2,16,25,27,30,32,66,63,50,13,15,9,13,21,20,15,9
"G20001500202023","2010","2","4","Kansas","20","Butler County","015",,,"020202","3",,,,,,,,,,"48620","99999","556",,,,,,,,,,,,,,"Block Group 3",,706,706,706,706,0,0,0,706,678,648,14,2,1,0,0,13,28,26,0,0,0,0,1,1,706,347,25,37,42,26,7,3,3,8,12,9,18,42,47,27,19,4,5,4,5,1,2,1,0,359,25,38,57,22,8,2,4,3,10,21,33,42,39,18,17,3,4,8,1,3,1,0,0
"G20001500202024","2010","2","4","Kansas","20","Butler County","015",,,"020202","4",,,,,,,,,,"48620","99999","556",,,,,,,,,,,,,,"Block Group 4",,2439,2439,2439,2439,0,0,0,2439,2306,2215,14,16,26,0,6,29,133,84,0,1,0,0,33,15,2439,1174,90,118,122,79,41,14,17,28,42,65,87,94,108,90,78,14,28,7,5,20,8,12,7,1265,85,122,129,78,29,12,9,24,47,81,93,111,113,87,69,17,25,12,14,31,23,26,28
"G20001500202025","2010","2","4","Kansas","20","Butler County","015",,,"020202","5",,,,,,,,,,"48620","99999","556",,,,,,,,,,,,,,"Block Group 5",,1416,1416,1271,1271,0,145,0,1416,1329,1259,13,13,17,0,5,22,87,58,1,0,0,0,21,7,1416,661,64,42,60,39,16,11,9,36,29,50,25,59,39,55,34,11,17,10,14,12,16,7,6,755,52,68,56,37,14,6,7,29,51,43,33,65,67,61,43,11,24,15,13,16,20,7,17
